Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
37,33,5,5,32,28,2,Train/2/00002_00000_00006.png
37,33,5,5,32,28,2,Train/2/00002_00000_00007.png
39,35,6,5,34,30,2,Train/2/00002_00000_00008.png
40,36,6,5,35,31,2,Train/2/00002_00000_00009.png
44,39,6,5,39,34,2,Train/2/00002_00000_00010.png
43,39,5,5,38,34,2,Train/2/00002_00000_00011.png
43,39,5,5,38,34,2,Train/2/00002_00000_00012.png
45,42,6,5,40,37,2,Train/2/00002_00000_00013.png
48,42,6,5,43,37,2,Train/2/00002_00000_00014.png
48,42,5,5,43,37,2,Train/2/00002_00000_00015.png
51,45,6,6,46,40,2,Train/2/00002_00000_00016.png
53,46,6,5,48,41,2,Train/2/00002_00000_00017.png
54,48,6,6,49,43,2,Train/2/00002_00000_00018.png
56,52,5,6,51,47,2,Train/2/00002_00000_00019.png
58,53,5,5,53,48,2,Train/2/00002_00000_00020.png
56,55,5,5,51,50,2,Train/2/00002_00000_00021.png
58,58,5,6,53,53,2,Train/2/00002_00000_00022.png
64,63,5,6,59,58,2,Train/2/00002_00000_00023.png
72,71,6,7,66,65,2,Train/2/00002_00000_00024.png
75,74,6,7,69,68,2,Train/2/00002_00000_00025.png
83,82,7,8,76,75,2,Train/2/00002_00000_00026.png
88,86,7,7,81,79,2,Train/2/00002_00000_00027.png
100,97,9,8,92,89,2,Train/2/00002_00000_00028.png
107,105,10,10,98,96,2,Train/2/00002_00000_00029.png
27,27,6,6,21,21,2,Train/2/00002_00001_00000.png
27,27,6,6,22,22,2,Train/2/00002_00001_00001.png
28,28,6,6,23,23,2,Train/2/00002_00001_00002.png
27,28,6,5,22,23,2,Train/2/00002_00001_00003.png
27,29,5,6,21,24,2,Train/2/00002_00001_00004.png
29,29,6,6,23,24,2,Train/2/00002_00001_00005.png
28,30,5,6,23,25,2,Train/2/00002_00001_00006.png
30,30,6,6,25,25,2,Train/2/00002_00001_00007.png
31,30,6,5,26,25,2,Train/2/00002_00001_00008.png
32,31,6,5,26,26,2,Train/2/00002_00001_00009.png
33,33,6,6,27,28,2,Train/2/00002_00001_00010.png
33,34,5,6,28,29,2,Train/2/00002_00001_00011.png
36,36,6,5,30,30,2,Train/2/00002_00001_00012.png
37,37,6,5,32,32,2,Train/2/00002_00001_00013.png
38,38,6,5,33,33,2,Train/2/00002_00001_00014.png
38,38,5,5,33,33,2,Train/2/00002_00001_00015.png
41,40,6,5,36,35,2,Train/2/00002_00001_00016.png
43,43,6,6,37,37,2,Train/2/00002_00001_00017.png
45,45,6,6,39,40,2,Train/2/00002_00001_00018.png
46,49,6,6,41,43,2,Train/2/00002_00001_00019.png
48,49,6,5,43,44,2,Train/2/00002_00001_00020.png
50,51,5,5,44,46,2,Train/2/00002_00001_00021.png
54,57,5,6,49,52,2,Train/2/00002_00001_00022.png
62,62,6,6,56,57,2,Train/2/00002_00001_00023.png
69,69,7,7,62,62,2,Train/2/00002_00001_00024.png
73,73,7,7,67,67,2,Train/2/00002_00001_00025.png
84,85,7,8,77,78,2,Train/2/00002_00001_00026.png
100,100,9,9,92,92,2,Train/2/00002_00001_00027.png
115,116,10,10,105,106,2,Train/2/00002_00001_00028.png
134,136,12,12,123,125,2,Train/2/00002_00001_00029.png
27,28,6,6,22,23,2,Train/2/00002_00002_00000.png
26,27,5,5,21,22,2,Train/2/00002_00002_00001.png
27,27,6,6,22,22,2,Train/2/00002_00002_00002.png
29,28,6,6,24,23,2,Train/2/00002_00002_00003.png
29,28,6,5,24,22,2,Train/2/00002_00002_00004.png
28,28,5,5,23,23,2,Train/2/00002_00002_00005.png
28,28,5,5,23,23,2,Train/2/00002_00002_00006.png
29,29,6,6,24,24,2,Train/2/00002_00002_00007.png
29,29,6,6,24,24,2,Train/2/00002_00002_00008.png
28,28,5,5,22,22,2,Train/2/00002_00002_00009.png
30,31,5,5,25,26,2,Train/2/00002_00002_00010.png
31,33,6,6,26,28,2,Train/2/00002_00002_00011.png
31,33,6,6,26,28,2,Train/2/00002_00002_00012.png
31,34,5,6,25,28,2,Train/2/00002_00002_00013.png
32,33,5,5,27,28,2,Train/2/00002_00002_00014.png
32,34,5,6,27,29,2,Train/2/00002_00002_00015.png
33,34,5,5,28,29,2,Train/2/00002_00002_00016.png
35,35,6,5,30,30,2,Train/2/00002_00002_00017.png
35,37,5,5,30,32,2,Train/2/00002_00002_00018.png
35,37,5,5,30,32,2,Train/2/00002_00002_00019.png
39,38,6,5,33,33,2,Train/2/00002_00002_00020.png
39,41,6,6,34,36,2,Train/2/00002_00002_00021.png
39,43,5,6,34,37,2,Train/2/00002_00002_00022.png
42,45,6,6,37,40,2,Train/2/00002_00002_00023.png
46,48,6,6,40,42,2,Train/2/00002_00002_00024.png
48,49,6,6,43,44,2,Train/2/00002_00002_00025.png
50,52,5,5,45,47,2,Train/2/00002_00002_00026.png
65,67,6,6,60,61,2,Train/2/00002_00002_00027.png
73,74,7,6,67,67,2,Train/2/00002_00002_00028.png
83,83,8,7,76,76,2,Train/2/00002_00002_00029.png
49,49,6,6,44,44,2,Train/2/00002_00003_00000.png
49,49,6,6,44,44,2,Train/2/00002_00003_00001.png
50,49,6,6,45,44,2,Train/2/00002_00003_00002.png
50,49,6,6,45,44,2,Train/2/00002_00003_00003.png
50,49,6,6,45,44,2,Train/2/00002_00003_00004.png
51,50,5,5,45,44,2,Train/2/00002_00003_00005.png
51,50,5,5,45,44,2,Train/2/00002_00003_00006.png
53,51,6,6,47,46,2,Train/2/00002_00003_00007.png
53,51,5,5,47,46,2,Train/2/00002_00003_00008.png
53,53,5,6,48,48,2,Train/2/00002_00003_00009.png
55,54,6,6,49,48,2,Train/2/00002_00003_00010.png
54,53,5,5,49,48,2,Train/2/00002_00003_00011.png
54,54,5,5,49,48,2,Train/2/00002_00003_00012.png
55,54,6,5,50,49,2,Train/2/00002_00003_00013.png
56,55,6,5,50,49,2,Train/2/00002_00003_00014.png
56,56,5,5,51,51,2,Train/2/00002_00003_00015.png
57,57,5,5,51,51,2,Train/2/00002_00003_00016.png
58,58,6,5,53,52,2,Train/2/00002_00003_00017.png
59,59,5,6,53,54,2,Train/2/00002_00003_00018.png
60,60,6,6,55,55,2,Train/2/00002_00003_00019.png
60,61,5,6,55,56,2,Train/2/00002_00003_00020.png
62,63,5,6,56,58,2,Train/2/00002_00003_00021.png
63,64,6,6,58,59,2,Train/2/00002_00003_00022.png
64,64,6,5,58,58,2,Train/2/00002_00003_00023.png
64,68,5,7,59,62,2,Train/2/00002_00003_00024.png
67,68,6,6,61,62,2,Train/2/00002_00003_00025.png
69,70,6,6,63,64,2,Train/2/00002_00003_00026.png
71,70,7,6,65,64,2,Train/2/00002_00003_00027.png
72,72,7,7,66,66,2,Train/2/00002_00003_00028.png
76,75,7,6,70,69,2,Train/2/00002_00003_00029.png
29,29,6,5,24,24,2,Train/2/00002_00004_00000.png
30,30,6,6,24,25,2,Train/2/00002_00004_00001.png
30,31,6,6,25,26,2,Train/2/00002_00004_00002.png
30,31,6,6,25,26,2,Train/2/00002_00004_00003.png
31,32,6,6,26,27,2,Train/2/00002_00004_00004.png
31,32,5,5,25,26,2,Train/2/00002_00004_00005.png
31,33,5,6,26,28,2,Train/2/00002_00004_00006.png
34,33,6,5,28,27,2,Train/2/00002_00004_00007.png
33,34,5,6,28,29,2,Train/2/00002_00004_00008.png
34,33,6,5,29,28,2,Train/2/00002_00004_00009.png
33,34,5,6,28,29,2,Train/2/00002_00004_00010.png
34,36,6,6,29,31,2,Train/2/00002_00004_00011.png
36,36,6,5,30,31,2,Train/2/00002_00004_00012.png
36,37,5,6,30,32,2,Train/2/00002_00004_00013.png
38,39,6,6,32,33,2,Train/2/00002_00004_00014.png
39,38,6,5,33,33,2,Train/2/00002_00004_00015.png
40,40,6,5,34,34,2,Train/2/00002_00004_00016.png
41,42,6,6,35,36,2,Train/2/00002_00004_00017.png
41,43,5,6,36,38,2,Train/2/00002_00004_00018.png
42,44,5,6,37,39,2,Train/2/00002_00004_00019.png
45,45,5,6,39,40,2,Train/2/00002_00004_00020.png
47,48,5,6,42,43,2,Train/2/00002_00004_00021.png
48,49,5,6,43,44,2,Train/2/00002_00004_00022.png
50,52,5,6,45,47,2,Train/2/00002_00004_00023.png
56,55,6,5,51,50,2,Train/2/00002_00004_00024.png
58,60,5,6,53,55,2,Train/2/00002_00004_00025.png
65,67,6,6,60,61,2,Train/2/00002_00004_00026.png
71,74,6,7,65,68,2,Train/2/00002_00004_00027.png
84,87,8,7,77,80,2,Train/2/00002_00004_00028.png
97,99,8,8,89,91,2,Train/2/00002_00004_00029.png
28,30,5,6,23,25,2,Train/2/00002_00005_00000.png
30,30,6,6,25,25,2,Train/2/00002_00005_00001.png
29,30,5,5,24,25,2,Train/2/00002_00005_00002.png
31,30,6,5,26,25,2,Train/2/00002_00005_00003.png
31,32,6,6,26,26,2,Train/2/00002_00005_00004.png
32,32,6,6,27,27,2,Train/2/00002_00005_00005.png
34,33,6,6,28,28,2,Train/2/00002_00005_00006.png
34,34,6,6,29,29,2,Train/2/00002_00005_00007.png
35,34,6,5,29,28,2,Train/2/00002_00005_00008.png
34,35,5,6,29,30,2,Train/2/00002_00005_00009.png
36,36,6,6,31,31,2,Train/2/00002_00005_00010.png
36,36,5,5,31,31,2,Train/2/00002_00005_00011.png
37,39,5,6,32,33,2,Train/2/00002_00005_00012.png
39,39,6,6,34,34,2,Train/2/00002_00005_00013.png
38,38,5,5,33,33,2,Train/2/00002_00005_00014.png
41,41,6,6,36,36,2,Train/2/00002_00005_00015.png
43,42,6,5,38,37,2,Train/2/00002_00005_00016.png
43,42,6,5,38,37,2,Train/2/00002_00005_00017.png
45,45,6,5,40,40,2,Train/2/00002_00005_00018.png
45,47,5,6,40,42,2,Train/2/00002_00005_00019.png
48,49,5,5,43,44,2,Train/2/00002_00005_00020.png
49,51,5,5,44,45,2,Train/2/00002_00005_00021.png
52,52,6,5,47,47,2,Train/2/00002_00005_00022.png
54,54,6,5,49,49,2,Train/2/00002_00005_00023.png
55,56,6,5,50,51,2,Train/2/00002_00005_00024.png
58,61,6,6,53,56,2,Train/2/00002_00005_00025.png
62,64,6,5,57,59,2,Train/2/00002_00005_00026.png
68,71,6,6,62,65,2,Train/2/00002_00005_00027.png
72,74,6,6,65,68,2,Train/2/00002_00005_00028.png
74,80,6,7,68,73,2,Train/2/00002_00005_00029.png
25,27,5,6,20,21,2,Train/2/00002_00006_00000.png
26,27,5,6,21,22,2,Train/2/00002_00006_00001.png
27,27,5,5,22,22,2,Train/2/00002_00006_00002.png
27,28,5,6,22,23,2,Train/2/00002_00006_00003.png
27,27,5,5,22,22,2,Train/2/00002_00006_00004.png
28,28,5,5,22,22,2,Train/2/00002_00006_00005.png
29,29,5,5,24,24,2,Train/2/00002_00006_00006.png
30,29,6,5,25,24,2,Train/2/00002_00006_00007.png
29,29,5,5,24,24,2,Train/2/00002_00006_00008.png
31,33,5,6,26,28,2,Train/2/00002_00006_00009.png
31,33,5,6,26,28,2,Train/2/00002_00006_00010.png
31,33,5,6,26,28,2,Train/2/00002_00006_00011.png
33,34,6,6,28,29,2,Train/2/00002_00006_00012.png
33,35,6,6,28,29,2,Train/2/00002_00006_00013.png
34,35,5,5,29,30,2,Train/2/00002_00006_00014.png
36,36,6,5,30,30,2,Train/2/00002_00006_00015.png
35,36,5,5,30,31,2,Train/2/00002_00006_00016.png
38,39,6,6,33,34,2,Train/2/00002_00006_00017.png
38,39,5,5,33,34,2,Train/2/00002_00006_00018.png
40,41,5,5,35,36,2,Train/2/00002_00006_00019.png
42,44,5,6,37,39,2,Train/2/00002_00006_00020.png
44,45,5,5,39,40,2,Train/2/00002_00006_00021.png
48,49,6,6,43,44,2,Train/2/00002_00006_00022.png
49,51,5,6,44,46,2,Train/2/00002_00006_00023.png
55,56,6,6,50,51,2,Train/2/00002_00006_00024.png
57,59,6,6,52,54,2,Train/2/00002_00006_00025.png
60,61,6,5,55,56,2,Train/2/00002_00006_00026.png
64,69,5,7,59,63,2,Train/2/00002_00006_00027.png
72,73,6,7,66,67,2,Train/2/00002_00006_00028.png
80,84,7,7,73,76,2,Train/2/00002_00006_00029.png
35,33,6,5,30,28,2,Train/2/00002_00007_00000.png
34,33,5,5,29,28,2,Train/2/00002_00007_00001.png
34,33,5,5,29,28,2,Train/2/00002_00007_00002.png
35,34,5,5,30,29,2,Train/2/00002_00007_00003.png
37,35,6,5,31,29,2,Train/2/00002_00007_00004.png
37,35,5,5,31,30,2,Train/2/00002_00007_00005.png
37,37,5,6,32,32,2,Train/2/00002_00007_00006.png
37,37,5,5,32,31,2,Train/2/00002_00007_00007.png
39,37,6,5,34,32,2,Train/2/00002_00007_00008.png
39,39,5,6,33,33,2,Train/2/00002_00007_00009.png
41,39,6,6,35,34,2,Train/2/00002_00007_00010.png
41,39,6,5,36,34,2,Train/2/00002_00007_00011.png
41,39,6,5,36,34,2,Train/2/00002_00007_00012.png
41,40,5,5,36,35,2,Train/2/00002_00007_00013.png
42,41,5,5,37,36,2,Train/2/00002_00007_00014.png
44,43,6,6,39,38,2,Train/2/00002_00007_00015.png
46,45,6,6,41,40,2,Train/2/00002_00007_00016.png
47,45,6,5,42,40,2,Train/2/00002_00007_00017.png
47,46,5,5,42,41,2,Train/2/00002_00007_00018.png
48,48,5,6,43,43,2,Train/2/00002_00007_00019.png
51,49,6,5,45,44,2,Train/2/00002_00007_00020.png
52,51,5,5,47,46,2,Train/2/00002_00007_00021.png
55,54,5,5,49,48,2,Train/2/00002_00007_00022.png
57,56,6,6,52,51,2,Train/2/00002_00007_00023.png
59,58,5,5,53,52,2,Train/2/00002_00007_00024.png
63,62,6,6,57,56,2,Train/2/00002_00007_00025.png
68,64,7,6,62,59,2,Train/2/00002_00007_00026.png
72,70,7,7,66,64,2,Train/2/00002_00007_00027.png
74,71,7,6,68,65,2,Train/2/00002_00007_00028.png
82,77,7,7,74,70,2,Train/2/00002_00007_00029.png
26,27,5,5,20,21,2,Train/2/00002_00008_00000.png
28,27,6,5,22,22,2,Train/2/00002_00008_00001.png
28,29,6,6,23,24,2,Train/2/00002_00008_00002.png
28,30,5,6,23,25,2,Train/2/00002_00008_00003.png
28,30,5,6,23,25,2,Train/2/00002_00008_00004.png
30,30,6,5,24,24,2,Train/2/00002_00008_00005.png
29,29,6,5,24,24,2,Train/2/00002_00008_00006.png
30,30,6,6,24,25,2,Train/2/00002_00008_00007.png
30,31,6,5,25,25,2,Train/2/00002_00008_00008.png
31,31,6,5,26,26,2,Train/2/00002_00008_00009.png
32,33,5,5,27,28,2,Train/2/00002_00008_00010.png
33,35,5,6,28,30,2,Train/2/00002_00008_00011.png
33,36,5,6,28,30,2,Train/2/00002_00008_00012.png
36,36,6,5,30,30,2,Train/2/00002_00008_00013.png
36,38,6,6,31,32,2,Train/2/00002_00008_00014.png
37,37,6,5,32,32,2,Train/2/00002_00008_00015.png
38,39,5,6,32,34,2,Train/2/00002_00008_00016.png
38,39,5,5,33,34,2,Train/2/00002_00008_00017.png
39,40,5,5,34,35,2,Train/2/00002_00008_00018.png
40,41,5,5,35,36,2,Train/2/00002_00008_00019.png
44,44,6,5,39,39,2,Train/2/00002_00008_00020.png
46,46,6,5,41,41,2,Train/2/00002_00008_00021.png
48,49,6,6,43,44,2,Train/2/00002_00008_00022.png
51,51,5,5,45,46,2,Train/2/00002_00008_00023.png
53,54,5,5,48,49,2,Train/2/00002_00008_00024.png
57,60,5,6,52,55,2,Train/2/00002_00008_00025.png
61,65,5,6,56,60,2,Train/2/00002_00008_00026.png
65,70,5,6,59,63,2,Train/2/00002_00008_00027.png
72,77,6,7,66,70,2,Train/2/00002_00008_00028.png
76,84,6,8,70,76,2,Train/2/00002_00008_00029.png
37,38,5,6,32,32,2,Train/2/00002_00009_00000.png
38,38,5,6,33,33,2,Train/2/00002_00009_00001.png
39,39,5,6,34,34,2,Train/2/00002_00009_00002.png
40,40,5,6,35,35,2,Train/2/00002_00009_00003.png
41,41,5,6,36,36,2,Train/2/00002_00009_00004.png
44,42,6,5,38,36,2,Train/2/00002_00009_00005.png
43,43,5,6,38,38,2,Train/2/00002_00009_00006.png
45,43,6,5,40,38,2,Train/2/00002_00009_00007.png
46,46,5,6,41,41,2,Train/2/00002_00009_00008.png
49,47,6,5,43,41,2,Train/2/00002_00009_00009.png
50,48,6,5,44,42,2,Train/2/00002_00009_00010.png
51,49,6,5,46,44,2,Train/2/00002_00009_00011.png
52,51,5,6,46,46,2,Train/2/00002_00009_00012.png
53,52,5,5,48,47,2,Train/2/00002_00009_00013.png
56,54,6,6,50,49,2,Train/2/00002_00009_00014.png
57,55,6,5,52,50,2,Train/2/00002_00009_00015.png
64,61,6,5,59,56,2,Train/2/00002_00009_00016.png
64,63,5,5,59,58,2,Train/2/00002_00009_00017.png
67,68,6,7,61,62,2,Train/2/00002_00009_00018.png
72,71,7,7,66,65,2,Train/2/00002_00009_00019.png
76,74,6,7,69,68,2,Train/2/00002_00009_00020.png
83,77,8,7,76,71,2,Train/2/00002_00009_00021.png
86,83,7,8,79,75,2,Train/2/00002_00009_00022.png
92,87,8,8,84,79,2,Train/2/00002_00009_00023.png
98,91,9,8,90,83,2,Train/2/00002_00009_00024.png
115,108,10,10,105,99,2,Train/2/00002_00009_00025.png
122,115,10,10,112,105,2,Train/2/00002_00009_00026.png
133,124,12,10,122,114,2,Train/2/00002_00009_00027.png
142,134,12,11,130,123,2,Train/2/00002_00009_00028.png
146,144,14,12,141,132,2,Train/2/00002_00009_00029.png
26,25,5,5,21,20,2,Train/2/00002_00010_00000.png
28,27,6,6,23,22,2,Train/2/00002_00010_00001.png
27,26,5,5,22,21,2,Train/2/00002_00010_00002.png
27,26,5,5,22,21,2,Train/2/00002_00010_00003.png
28,27,5,5,23,22,2,Train/2/00002_00010_00004.png
29,28,6,6,24,23,2,Train/2/00002_00010_00005.png
29,29,5,6,24,24,2,Train/2/00002_00010_00006.png
30,29,5,5,25,24,2,Train/2/00002_00010_00007.png
31,31,5,6,26,26,2,Train/2/00002_00010_00008.png
32,30,6,5,27,25,2,Train/2/00002_00010_00009.png
33,32,5,6,27,27,2,Train/2/00002_00010_00010.png
35,33,6,5,29,27,2,Train/2/00002_00010_00011.png
36,34,6,5,31,29,2,Train/2/00002_00010_00012.png
37,36,6,6,32,31,2,Train/2/00002_00010_00013.png
39,37,6,5,34,32,2,Train/2/00002_00010_00014.png
39,38,5,5,34,33,2,Train/2/00002_00010_00015.png
40,39,5,5,35,34,2,Train/2/00002_00010_00016.png
42,42,5,6,37,37,2,Train/2/00002_00010_00017.png
46,45,6,6,41,40,2,Train/2/00002_00010_00018.png
48,48,5,6,43,43,2,Train/2/00002_00010_00019.png
51,50,6,6,46,45,2,Train/2/00002_00010_00020.png
54,53,6,6,49,48,2,Train/2/00002_00010_00021.png
57,56,5,6,51,51,2,Train/2/00002_00010_00022.png
61,58,5,5,55,53,2,Train/2/00002_00010_00023.png
64,61,5,5,59,56,2,Train/2/00002_00010_00024.png
74,71,7,7,67,64,2,Train/2/00002_00010_00025.png
82,78,7,7,74,71,2,Train/2/00002_00010_00026.png
92,87,8,7,84,80,2,Train/2/00002_00010_00027.png
101,96,8,8,92,87,2,Train/2/00002_00010_00028.png
119,112,10,9,109,102,2,Train/2/00002_00010_00029.png
28,26,6,5,22,20,2,Train/2/00002_00011_00000.png
27,26,5,5,22,21,2,Train/2/00002_00011_00001.png
28,26,6,5,23,21,2,Train/2/00002_00011_00002.png
28,28,5,6,22,22,2,Train/2/00002_00011_00003.png
30,29,6,6,24,23,2,Train/2/00002_00011_00004.png
30,30,5,6,24,24,2,Train/2/00002_00011_00005.png
30,27,5,5,25,22,2,Train/2/00002_00011_00006.png
30,30,5,6,25,25,2,Train/2/00002_00011_00007.png
29,29,5,5,24,24,2,Train/2/00002_00011_00008.png
34,31,6,6,28,26,2,Train/2/00002_00011_00009.png
34,31,6,6,29,26,2,Train/2/00002_00011_00010.png
35,32,6,6,30,27,2,Train/2/00002_00011_00011.png
36,32,6,6,31,27,2,Train/2/00002_00011_00012.png
36,32,5,5,31,27,2,Train/2/00002_00011_00013.png
37,32,5,5,31,27,2,Train/2/00002_00011_00014.png
38,34,5,6,32,29,2,Train/2/00002_00011_00015.png
41,36,6,6,35,31,2,Train/2/00002_00011_00016.png
41,37,6,5,36,31,2,Train/2/00002_00011_00017.png
44,39,6,5,38,33,2,Train/2/00002_00011_00018.png
44,41,5,6,38,35,2,Train/2/00002_00011_00019.png
46,43,6,6,41,37,2,Train/2/00002_00011_00020.png
48,43,6,5,43,38,2,Train/2/00002_00011_00021.png
50,45,6,5,45,40,2,Train/2/00002_00011_00022.png
51,46,5,5,46,41,2,Train/2/00002_00011_00023.png
54,50,5,5,48,45,2,Train/2/00002_00011_00024.png
58,53,6,5,52,47,2,Train/2/00002_00011_00025.png
61,58,5,5,56,52,2,Train/2/00002_00011_00026.png
69,63,6,5,63,58,2,Train/2/00002_00011_00027.png
76,71,7,6,70,65,2,Train/2/00002_00011_00028.png
83,77,8,7,76,71,2,Train/2/00002_00011_00029.png
43,41,6,5,38,36,2,Train/2/00002_00012_00000.png
43,43,5,6,37,37,2,Train/2/00002_00012_00001.png
43,43,5,6,38,38,2,Train/2/00002_00012_00002.png
44,44,5,6,39,39,2,Train/2/00002_00012_00003.png
46,46,5,6,40,40,2,Train/2/00002_00012_00004.png
47,46,6,6,42,41,2,Train/2/00002_00012_00005.png
48,47,6,6,43,42,2,Train/2/00002_00012_00006.png
48,48,5,6,43,43,2,Train/2/00002_00012_00007.png
50,48,6,5,45,43,2,Train/2/00002_00012_00008.png
52,50,6,6,46,45,2,Train/2/00002_00012_00009.png
52,51,5,5,47,46,2,Train/2/00002_00012_00010.png
54,53,5,6,48,48,2,Train/2/00002_00012_00011.png
58,55,6,5,53,50,2,Train/2/00002_00012_00012.png
59,56,6,5,54,51,2,Train/2/00002_00012_00013.png
61,58,6,5,56,53,2,Train/2/00002_00012_00014.png
63,60,6,5,58,55,2,Train/2/00002_00012_00015.png
69,62,7,5,62,57,2,Train/2/00002_00012_00016.png
72,68,7,7,65,62,2,Train/2/00002_00012_00017.png
75,71,7,7,69,65,2,Train/2/00002_00012_00018.png
80,74,7,6,73,68,2,Train/2/00002_00012_00019.png
83,77,7,7,76,71,2,Train/2/00002_00012_00020.png
86,81,7,7,79,74,2,Train/2/00002_00012_00021.png
93,84,9,7,84,77,2,Train/2/00002_00012_00022.png
95,88,8,8,87,81,2,Train/2/00002_00012_00023.png
100,93,8,8,92,85,2,Train/2/00002_00012_00024.png
104,96,10,9,95,88,2,Train/2/00002_00012_00025.png
110,104,10,10,101,95,2,Train/2/00002_00012_00026.png
124,117,10,10,114,107,2,Train/2/00002_00012_00027.png
131,123,11,10,119,113,2,Train/2/00002_00012_00028.png
143,136,12,11,131,125,2,Train/2/00002_00012_00029.png
30,32,5,6,25,27,2,Train/2/00002_00013_00000.png
31,32,6,6,26,27,2,Train/2/00002_00013_00001.png
32,31,6,5,27,26,2,Train/2/00002_00013_00002.png
31,33,5,6,25,27,2,Train/2/00002_00013_00003.png
32,33,6,6,27,28,2,Train/2/00002_00013_00004.png
32,32,6,5,27,27,2,Train/2/00002_00013_00005.png
32,32,6,5,27,27,2,Train/2/00002_00013_00006.png
32,32,6,5,27,27,2,Train/2/00002_00013_00007.png
32,33,5,5,27,28,2,Train/2/00002_00013_00008.png
32,34,5,6,27,29,2,Train/2/00002_00013_00009.png
32,33,5,5,27,28,2,Train/2/00002_00013_00010.png
34,33,6,5,28,28,2,Train/2/00002_00013_00011.png
33,36,5,6,28,30,2,Train/2/00002_00013_00012.png
35,36,6,5,30,30,2,Train/2/00002_00013_00013.png
36,36,6,5,31,31,2,Train/2/00002_00013_00014.png
36,36,6,6,31,31,2,Train/2/00002_00013_00015.png
36,37,5,6,31,32,2,Train/2/00002_00013_00016.png
37,37,6,5,32,31,2,Train/2/00002_00013_00017.png
36,39,5,6,31,33,2,Train/2/00002_00013_00018.png
37,38,5,5,32,33,2,Train/2/00002_00013_00019.png
38,40,5,6,33,35,2,Train/2/00002_00013_00020.png
40,43,6,6,35,37,2,Train/2/00002_00013_00021.png
41,43,6,6,36,38,2,Train/2/00002_00013_00022.png
42,44,6,6,37,39,2,Train/2/00002_00013_00023.png
42,45,5,6,36,39,2,Train/2/00002_00013_00024.png
43,46,5,5,38,41,2,Train/2/00002_00013_00025.png
46,49,5,6,40,44,2,Train/2/00002_00013_00026.png
47,50,5,5,42,45,2,Train/2/00002_00013_00027.png
51,53,6,5,46,48,2,Train/2/00002_00013_00028.png
53,56,6,6,48,51,2,Train/2/00002_00013_00029.png
26,26,6,5,21,20,2,Train/2/00002_00014_00000.png
28,28,6,6,23,23,2,Train/2/00002_00014_00001.png
27,27,5,5,22,22,2,Train/2/00002_00014_00002.png
27,28,5,5,22,22,2,Train/2/00002_00014_00003.png
29,28,6,5,24,23,2,Train/2/00002_00014_00004.png
27,26,6,5,22,21,2,Train/2/00002_00014_00005.png
26,29,5,5,21,24,2,Train/2/00002_00014_00006.png
29,29,5,5,24,24,2,Train/2/00002_00014_00007.png
30,31,6,6,25,26,2,Train/2/00002_00014_00008.png
32,30,6,5,27,25,2,Train/2/00002_00014_00009.png
29,30,5,5,24,25,2,Train/2/00002_00014_00010.png
30,31,5,6,25,26,2,Train/2/00002_00014_00011.png
32,32,6,6,27,27,2,Train/2/00002_00014_00012.png
36,35,6,5,31,30,2,Train/2/00002_00014_00013.png
36,36,6,6,31,31,2,Train/2/00002_00014_00014.png
36,35,6,5,31,30,2,Train/2/00002_00014_00015.png
36,37,5,6,31,32,2,Train/2/00002_00014_00016.png
38,38,5,5,33,33,2,Train/2/00002_00014_00017.png
42,41,6,5,37,36,2,Train/2/00002_00014_00018.png
43,43,5,5,38,38,2,Train/2/00002_00014_00019.png
46,47,5,6,41,42,2,Train/2/00002_00014_00020.png
49,48,6,5,44,43,2,Train/2/00002_00014_00021.png
52,52,6,6,47,47,2,Train/2/00002_00014_00022.png
57,56,6,5,52,51,2,Train/2/00002_00014_00023.png
62,62,5,5,57,57,2,Train/2/00002_00014_00024.png
69,69,6,6,62,62,2,Train/2/00002_00014_00025.png
80,79,7,7,73,72,2,Train/2/00002_00014_00026.png
94,93,9,9,86,85,2,Train/2/00002_00014_00027.png
112,110,10,9,103,101,2,Train/2/00002_00014_00028.png
129,129,11,11,117,118,2,Train/2/00002_00014_00029.png
51,51,6,5,46,46,2,Train/2/00002_00015_00000.png
50,52,5,6,45,47,2,Train/2/00002_00015_00001.png
51,53,6,6,46,48,2,Train/2/00002_00015_00002.png
52,54,6,6,47,49,2,Train/2/00002_00015_00003.png
52,54,5,5,47,49,2,Train/2/00002_00015_00004.png
54,56,6,6,49,51,2,Train/2/00002_00015_00005.png
54,58,5,6,49,52,2,Train/2/00002_00015_00006.png
55,59,5,6,50,53,2,Train/2/00002_00015_00007.png
56,59,5,6,51,54,2,Train/2/00002_00015_00008.png
58,60,5,5,53,55,2,Train/2/00002_00015_00009.png
60,63,6,6,55,57,2,Train/2/00002_00015_00010.png
61,63,6,5,56,57,2,Train/2/00002_00015_00011.png
63,68,5,6,57,61,2,Train/2/00002_00015_00012.png
64,70,5,7,58,63,2,Train/2/00002_00015_00013.png
66,71,6,7,60,64,2,Train/2/00002_00015_00014.png
70,73,6,7,63,67,2,Train/2/00002_00015_00015.png
72,74,6,6,65,67,2,Train/2/00002_00015_00016.png
74,75,7,6,68,69,2,Train/2/00002_00015_00017.png
76,77,7,6,70,70,2,Train/2/00002_00015_00018.png
81,82,7,8,74,75,2,Train/2/00002_00015_00019.png
84,84,7,8,76,76,2,Train/2/00002_00015_00020.png
